company_id,quarter,market_cap,stock_return_3m,volatility_3m,volume_change_3m
C005,2023Q2,143896.19,0.01846,0.33036,-0.03939
C005,2023Q3,95085.97,-0.11102,0.33106,0.30839
C005,2023Q4,100790.94,-0.05151,0.31546,0.17182
C005,2024Q1,153179.52,-0.1374,0.26622,-0.1984
C005,2024Q2,68666.88,0.13556,0.27415,-0.23593
C005,2024Q3,40875.13,0.04278,0.25323,-0.34711
C005,2024Q4,162700.97,-0.2584,0.19467,0.1206
C005,2025Q1,185787.24,-0.09436,0.25583,0.22477
C005,2025Q2,95796.11,0.01853,0.22461,-0.02423
C005,2025Q3,72397.13,0.05341,0.26926,0.01438
C005,2025Q4,144260.25,-0.04521,0.2673,-0.38137
C006,2021Q1,824459.45,-0.18456,0.26612,0.10258
C006,2021Q2,985934.18,0.14219,0.26306,-0.19216
C006,2021Q3,1309431.6,-0.00857,0.22201,-0.40951
C006,2021Q4,754266.19,-0.09927,0.27074,-0.07074
C006,2022Q1,383102.88,0.02543,0.32011,0.17768
C006,2022Q2,891387.89,0.03307,0.27562,0.05003
C006,2022Q3,1027877.73,-0.01296,0.32064,0.10522
C006,2022Q4,1372404.77,-0.07422,0.28807,-0.01715
C006,2023Q1,842807.74,-0.16456,0.29183,-0.19926
C006,2023Q2,1347578.34,-0.02416,0.28356,0.02705
C006,2023Q3,1535072.11,0.07764,0.26165,-0.03278
C006,2023Q4,1250755.85,0.08236,0.2552,-0.04248
C006,2024Q1,598586.87,-0.01318,0.23667,0.08506
C006,2024Q2,1895801.38,0.14078,0.26166,-0.00291
C006,2024Q3,799475.81,-0.13965,0.2887,-0.09348
C006,2024Q4,2159418.67,-0.00173,0.28182,0.18187
C006,2025Q1,1221061.78,-0.02558,0.27104,-0.33822
C006,2025Q2,1255725.76,0.1045,0.31019,0.4614
C006,2025Q3,1708960.49,0.01956,0.28196,-0.16689
C006,2025Q4,1027784.48,-0.11306,0.26307,0.32662
C007,2021Q1,137033.6,-0.1424,0.27906,0.26975
C007,2021Q2,371169.48,-0.17722,0.2726,0.32103
C007,2021Q3,285220.35,0.05388,0.30215,0.12742
C007,2021Q4,285095.83,0.0962,0.17928,0.39329
C007,2022Q1,331697.07,-0.00834,0.28537,-0.14345
C007,2022Q2,833778.58,-0.09464,0.24463,0.17558
C007,2022Q3,407114.2,0.00023,0.24738,0.24378
C007,2022Q4,341339.73,-0.0231,0.23442,0.19942
C007,2023Q1,787296.62,0.18015,0.23089,-0.06915
C007,2023Q2,357527.49,0.03875,0.24847,-0.14085
C007,2023Q3,237480.8,-0.04169,0.2759,-0.11216
C007,2023Q4,488136.47,-0.00924,0.24083,-0.0254
C007,2024Q1,215684.39,0.10133,0.30518,0.06941
C007,2024Q2,695597.03,0.13401,0.31022,0.14884
C007,2024Q3,276152.27,0.09652,0.24948,-0.3262
C007,2024Q4,219707.33,0.10174,0.27906,0.17556
C007,2025Q1,248965.17,-0.25979,0.28635,0.38561
C007,2025Q2,607809.47,0.03567,0.27031,-0.10957
C007,2025Q3,844723.77,0.08594,0.28192,-0.28389
C007,2025Q4,432387.13,-0.19645,0.28579,-0.06275
C008,2021Q1,167208.54,0.03597,0.34732,0.3227
C008,2021Q2,195372.55,-0.21626,0.35244,-0.12483
C008,2021Q3,129077.24,-0.0617,0.3316,0.37298
C008,2021Q4,317886.64,0.01897,0.35245,-0.36308
C008,2022Q1,279258.18,0.02114,0.32142,-0.57247
C008,2022Q2,223237.36,0.06094,0.28692,-0.02449
C008,2022Q3,177597.18,0.0963,0.27831,-0.33373
C008,2022Q4,161597.16,0.12156,0.33793,-0.09571
C008,2023Q1,234405.56,0.08799,0.29118,0.15948
C008,2023Q2,352298.45,0.17892,0.33106,0.18034
C008,2023Q3,332495.82,-0.02744,0.28873,0.05865
C008,2023Q4,826017.59,-0.08732,0.34173,0.27058
C008,2024Q1,341434.86,0.12661,0.34157,0.02294
C008,2024Q2,490523.58,0.09407,0.36094,0.07128
C008,2024Q3,416727.82,-0.00352,0.31803,0.1696
C008,2024Q4,390043.5,-0.05075,0.25818,0.28174
C008,2025Q1,154243.35,-0.09726,0.33934,-0.10177
C008,2025Q2,256874.6,-0.19628,0.35717,-0.03121
C008,2025Q3,345453.59,-0.29715,0.23292,-0.16692
C008,2025Q4,163743.98,0.02908,0.30633,-0.07142
C009,2021Q1,510639.05,-0.00629,0.17129,-0.19379
C009,2021Q2,1618439.14,0.03011,0.20227,0.28962
C009,2021Q3,1013094.06,0.09221,0.19463,0.19823
C009,2021Q4,675829.51,0.14679,0.22924,0.38561
C009,2022Q1,1940868.09,0.07063,0.2071,0.16818
C009,2022Q2,423417.62,-0.00662,0.18164,0.23507
C009,2022Q3,865480.89,0.02219,0.22546,0.304
C009,2022Q4,694017.3,-0.10356,0.2098,0.11324
C009,2023Q1,1045180.65,0.20848,0.21693,0.50631
C009,2023Q2,1707635.66,-0.01493,0.17094,0.66021
C009,2023Q3,791415.67,0.19251,0.1995,0.24332
C009,2023Q4,770412.19,-0.11759,0.16936,0.0914
C009,2024Q1,955109.04,0.18086,0.17893,0.08149
C009,2024Q2,1537720.67,-0.04758,0.19592,0.20785
C009,2024Q3,520122.09,0.12533,0.20991,-0.11322
C009,2024Q4,686726.95,0.11532,0.25454,-0.03548
C009,2025Q1,1113641.01,0.28491,0.22502,-0.05016
C009,2025Q2,1185613.19,0.01351,0.20342,0.19348
C009,2025Q3,2173464.54,0.07832,0.17467,0.32218
C009,2025Q4,1911521.91,0.08991,0.18827,0.01812
C010,2021Q1,159941.09,0.18074,0.3098,-0.1672
C010,2021Q2,501420.15,0.01139,0.30686,0.19466
C010,2021Q3,282768.55,-0.07706,0.2915,0.18555
C010,2021Q4,246977.45,-0.19485,0.32674,-0.42583
C010,2022Q1,299021.45,0.06643,0.34653,0.47008
C010,2022Q2,287006.06,0.16573,0.31664,-0.03558
C010,2022Q3,178981.66,-0.15414,0.27981,0.16523
C010,2022Q4,224202.57,-0.0276,0.35928,0.27156
C010,2023Q1,159049.58,-0.00675,0.34897,0.00354
C010,2023Q2,633243.95,0.07517,0.3175,0.15533
C010,2023Q3,187297.21,0.17556,0.34047,0.16079
C010,2023Q4,320633.95,-0.08898,0.28669,0.28455
C010,2024Q1,117575.99,0.07449,0.35793,0.21677
C010,2024Q2,323309.02,-0.14503,0.33526,-0.11881
C010,2024Q3,252826.54,0.03711,0.35637,-0.3054
C010,2024Q4,211493.22,0.0544,0.30619,-0.13724
C010,2025Q1,371563.33,0.04003,0.28104,-0.28517
C010,2025Q2,529954.51,-0.02535,0.39519,-0.14241
C010,2025Q3,603127.52,-0.15464,0.39723,-0.17327
C010,2025Q4,448244.91,-0.22759,0.28187,0.33933
C011,2021Q1,498236.3,0.0861,0.31156,0.15124
C011,2021Q2,415281.27,0.01156,0.28037,-0.05629
C011,2021Q3,801134.89,-0.05093,0.32251,0.00105
C011,2021Q4,420329.05,0.08404,0.2806,-0.24458
C011,2022Q1,460910.55,-0.01683,0.35833,-0.05735
C011,2022Q2,832129.84,0.11118,0.2041,-0.13191
C011,2022Q3,470128.05,0.1491,0.29375,0.00472
C011,2022Q4,664604.3,-0.03116,0.24759,0.03173
C011,2023Q1,152868.2,-0.03175,0.2817,0.13794
C011,2023Q2,173400.03,0.02938,0.25667,0.12138
C011,2023Q3,346413.45,-0.14592,0.31795,-0.30059
C011,2023Q4,509608.19,0.30007,0.27933,-0.23942
C011,2024Q1,239916.55,-0.12401,0.25901,0.21723
C011,2024Q2,358534.73,0.15994,0.22703,0.03888
C011,2024Q3,474211.3,-0.08368,0.2876,-0.12584
C011,2024Q4,275431.33,-0.07219,0.28347,-0.24983
C011,2025Q1,873752.84,-0.16363,0.30485,0.24803
C011,2025Q2,287408.86,0.10916,0.28475,0.05222
C011,2025Q3,721514.91,-0.00703,0.37294,0.04721
C011,2025Q4,263620.23,-0.07966,0.31601,0.13374
C012,2021Q1,203016.21,-0.348,0.23431,-0.03667
C012,2021Q2,173644.93,0.05858,0.18938,0.17144
C012,2021Q3,49513.05,-0.0859,0.27029,-0.12753
C012,2021Q4,268834.34,0.11453,0.22432,0.12732
C012,2022Q1,113367.07,-0.00924,0.19048,-0.03673
C012,2022Q2,76285.07,-0.16405,0.21529,0.02966
C012,2022Q3,116547.92,-0.01812,0.2646,0.13826
C012,2022Q4,212794.7,0.07389,0.32535,0.35607
C012,2023Q1,358525.19,-0.05935,0.30795,0.16972
C012,2023Q2,120924.01,0.01903,0.24839,0.19134
C012,2023Q3,400721.54,-0.27345,0.22347,0.2662
C012,2023Q4,140859.24,-0.18607,0.21325,0.13718
C012,2024Q1,197013.66,-0.03494,0.26563,-0.04684
C012,2024Q2,428668.55,0.01802,0.32435,0.12434
C012,2024Q3,137673.47,-0.13715,0.23566,0.28028
C012,2024Q4,246925.72,-0.02402,0.23418,-0.0729
C012,2025Q1,376507.44,0.04083,0.26301,-0.03097
C012,2025Q2,395814.28,-0.06946,0.20479,0.47822
C012,2025Q3,539181.68,0.00298,0.23489,-0.17273
C012,2025Q4,298187.86,-0.01818,0.2208,0.32229
C013,2021Q1,324393.05,0.14313,0.17149,-0.14421
C013,2021Q2,372704.0,0.3659,0.19864,0.00862
C013,2021Q3,276927.03,0.17839,0.19666,0.18031
C013,2021Q4,1105266.05,-0.05742,0.19467,-0.14582
C013,2022Q1,878428.34,0.12171,0.21122,0.03028
C013,2022Q2,377201.38,0.09369,0.19576,0.38246
C013,2022Q3,801444.69,0.04556,0.12611,0.34096
C013,2022Q4,214031.23,0.0102,0.23795,0.09352
C013,2023Q1,768893.59,0.14877,0.20805,0.2438
C013,2023Q2,909919.24,0.1509,0.25081,-0.01159
C013,2023Q3,906158.15,-0.00716,0.19709,-0.05364
C013,2023Q4,866387.73,-0.16367,0.16562,-0.12968
C013,2024Q1,1124845.83,0.03103,0.21214,-0.14028
C013,2024Q2,856001.59,0.21104,0.24824,0.47517
C013,2024Q3,1055742.82,-0.0357,0.19768,-0.08843
C013,2024Q4,1044527.98,-0.01195,0.15696,0.12658
C013,2025Q1,569966.75,0.05943,0.12431,-0.13189
C013,2025Q2,596657.52,0.17394,0.24887,0.05703
C013,2025Q3,895585.45,-0.0271,0.22629,0.2555
C013,2025Q4,749016.9,0.0341,0.24329,0.01539
C014,2021Q1,657603.52,-0.06684,0.27397,0.24058
C014,2021Q2,200721.95,0.04639,0.26783,-0.46422
C014,2021Q3,552479.28,-0.21659,0.22365,-0.12413
C014,2021Q4,620361.62,0.05899,0.25047,0.01016
C014,2022Q1,542492.2,0.0047,0.33708,0.07548
C014,2022Q2,410701.51,-0.01116,0.26963,0.40482
C014,2022Q3,571231.95,0.05371,0.33543,0.32736
C014,2022Q4,328344.09,0.14746,0.26826,-0.23489
C014,2023Q1,257686.08,-0.06384,0.27468,-0.06033
C014,2023Q2,293218.18,-0.20916,0.28302,-0.14447
C014,2023Q3,1001806.4,-0.05094,0.2669,0.17799
C014,2023Q4,712448.09,-0.06465,0.27672,0.29147
C014,2024Q1,458236.58,-0.13671,0.21231,0.4228
C014,2024Q2,1184654.46,-0.22154,0.30238,0.23496
C014,2024Q3,564809.62,-0.09516,0.22499,0.05376
C014,2024Q4,387664.25,0.00538,0.27425,-0.41178
C014,2025Q1,435577.9,0.05494,0.25398,0.21069
C014,2025Q2,423143.76,-0.05718,0.31793,0.28374
C014,2025Q3,489724.61,-0.03816,0.2846,0.0921
C014,2025Q4,518742.73,0.11592,0.27786,-0.07347
C015,2021Q1,502807.92,0.035,0.22442,0.4434
C015,2021Q2,380083.04,-0.19275,0.25292,-0.05937
C015,2021Q3,221962.58,0.17556,0.27872,-0.16997
C015,2021Q4,551260.46,-0.00767,0.29503,-0.06926
C015,2022Q1,530180.14,-0.13226,0.25727,0.53768
C015,2022Q2,380963.54,-0.05741,0.27283,0.40161
C015,2022Q3,680412.26,-0.20593,0.30215,-0.07787
C015,2022Q4,226885.45,0.10375,0.24315,-0.08061
C015,2023Q1,655623.12,0.20486,0.32915,0.48468
C015,2023Q2,432208.75,-0.15212,0.2533,-0.09709
C015,2023Q3,248709.72,0.19386,0.28281,0.13192
C015,2023Q4,277807.11,-0.22082,0.27421,-0.00663
C015,2024Q1,218843.69,0.06627,0.30763,0.08493
C015,2024Q2,378665.76,-0.16113,0.24722,0.15103
C015,2024Q3,709226.43,0.14811,0.32127,-0.02989
C015,2024Q4,340067.15,0.19521,0.35628,-0.24383
C015,2025Q1,454104.65,-0.16639,0.27503,0.37293
C015,2025Q2,618479.28,-0.06625,0.29324,0.26531
C015,2025Q3,542699.53,0.05559,0.32582,0.26546
C015,2025Q4,275235.73,-0.0163,0.19834,-0.15213
C016,2021Q1,97705.03,0.08313,0.32166,-0.23099
C016,2021Q2,120707.31,0.03109,0.34835,-0.18569
C016,2021Q3,57250.81,-0.17252,0.38414,0.62683
C016,2021Q4,99957.17,-0.05222,0.29767,0.30501
C016,2022Q1,55061.02,0.02364,0.32068,-0.07837
C016,2022Q2,211793.55,0.19735,0.35425,-0.00677
C016,2022Q3,92765.2,0.26731,0.25741,0.41346
C016,2022Q4,201010.06,-0.13324,0.27152,0.08892
C016,2023Q1,163636.84,-0.02704,0.33839,0.03824
C016,2023Q2,162131.49,-0.1277,0.29249,-0.30227
C016,2023Q3,125968.71,0.13948,0.34823,0.08367
C016,2023Q4,106121.97,0.04507,0.3326,0.2546
C016,2024Q1,135856.56,0.05073,0.26491,0.32879
C016,2024Q2,161344.74,0.01995,0.2976,0.03778
C016,2024Q3,61945.78,0.12459,0.41612,0.14903
C016,2024Q4,181222.68,-0.01866,0.31178,0.32668
C016,2025Q1,82598.69,-0.14951,0.3935,0.18183
C016,2025Q2,120075.81,0.31866,0.31358,-0.03932
C016,2025Q3,152002.28,0.08075,0.36095,0.39734
C016,2025Q4,172860.99,0.0702,0.30601,-0.2836
C017,2021Q1,374175.09,0.22826,0.31199,-0.00563
C017,2021Q2,224934.12,-0.05132,0.28243,-0.14436
C017,2021Q3,1023647.61,-0.17611,0.23651,-0.16455
C017,2021Q4,442152.43,-0.21136,0.3038,-0.56528
C017,2022Q1,1469582.84,0.1407,0.26627,-0.26257
C017,2022Q2,451957.06,-0.09666,0.26121,-0.26244
C017,2022Q3,788686.4,-0.23492,0.28843,0.40098
C017,2022Q4,528356.69,-0.01561,0.25022,-0.16944
C017,2023Q1,953827.66,0.01086,0.33727,0.36281
C017,2023Q2,920833.1,0.07557,0.27505,-0.11513
C017,2023Q3,392364.85,0.05121,0.30576,-0.20764
C017,2023Q4,647994.14,-0.17047,0.23255,0.21704
C017,2024Q1,370202.98,-0.12237,0.34157,0.11365
C017,2024Q2,307304.41,0.22382,0.31565,0.25378
C017,2024Q3,1844896.17,-0.29776,0.27581,0.36452
C017,2024Q4,569243.32,-0.0522,0.34231,0.50666
C017,2025Q1,503551.95,-0.26145,0.26962,-0.21831
C017,2025Q2,1244323.92,-0.08102,0.27458,0.23412
C017,2025Q3,613261.63,-0.24318,0.32997,-0.12433
C017,2025Q4,1344760.36,0.09189,0.28143,-0.01952
C018,2021Q1,527099.69,-0.0925,0.1861,0.46908
C018,2021Q2,115717.48,0.03328,0.16329,0.16439
C018,2021Q3,375739.55,0.0925,0.16302,0.13206
C018,2021Q4,184690.42,0.22587,0.17832,0.01769
C018,2022Q1,374580.89,-0.05523,0.17123,0.28499
C018,2022Q2,281726.09,-0.21092,0.21671,-0.22964
C018,2022Q3,407573.46,-0.04876,0.25789,0.0285
C018,2022Q4,180406.62,0.10923,0.27764,-0.02904
C018,2023Q1,576188.38,-0.05485,0.21818,0.05459
C018,2023Q2,523346.48,-0.02724,0.19471,-0.1785
C018,2023Q3,461068.72,0.03386,0.20172,0.39698
C018,2023Q4,129525.51,0.02603,0.2468,0.05006
C018,2024Q1,332960.0,0.12722,0.24854,0.28343
C018,2024Q2,427452.38,-0.26157,0.18438,0.01558
C018,2024Q3,209982.42,-0.22172,0.202,0.26101
C018,2024Q4,459164.7,0.03689,0.13597,-0.25017
C018,2025Q1,318248.7,-0.00609,0.24377,0.41576
C018,2025Q2,349597.98,-0.10901,0.20362,-0.16877
C018,2025Q3,193448.81,-0.0975,0.19043,-0.20328
C018,2025Q4,415822.51,-0.03053,0.23299,0.1328
C019,2021Q1,79301.28,-0.05188,0.20714,-0.18211
C019,2021Q2,156258.66,0.114,0.28586,-0.06172
C019,2021Q3,113377.96,-0.04682,0.29532,-0.11712
C019,2021Q4,61056.06,-0.30319,0.29122,-0.10231
C019,2022Q1,147523.67,0.26917,0.31493,-0.27818
C019,2022Q2,89000.64,-0.01824,0.28325,0.26479
C019,2022Q3,153657.37,-0.10169,0.27932,0.11078
C019,2022Q4,103196.37,-0.13298,0.31548,0.20461
C019,2023Q1,146241.3,0.00138,0.26669,0.18782
C019,2023Q2,209457.38,-0.13819,0.31277,0.5115
C019,2023Q3,148160.16,-0.04934,0.24372,-0.08116
C019,2023Q4,145968.77,-0.03082,0.33285,-0.11111
C019,2024Q1,127388.94,0.16703,0.30419,0.31373
C019,2024Q2,209561.47,-0.08152,0.32063,0.04274
C019,2024Q3,64315.52,0.20309,0.37302,0.16108
C019,2024Q4,62258.53,-0.12195,0.32123,-0.13682
C019,2025Q1,138352.21,-0.15283,0.32758,0.03554
C019,2025Q2,124075.5,0.32864,0.3167,-0.07458
C019,2025Q3,53837.72,0.00816,0.26814,0.10101
C019,2025Q4,80297.7,0.21769,0.36308,0.22292
C020,2021Q1,413683.89,0.31282,0.32599,0.09255
C020,2021Q2,828768.28,-0.15032,0.31385,-0.09933
C020,2021Q3,499992.43,-0.09703,0.31268,-0.30661
C020,2021Q4,553945.34,-0.08848,0.31479,0.05573
C020,2022Q1,682977.44,0.025,0.32819,-0.42697
C020,2022Q2,400860.34,0.20999,0.28887,0.27996
C020,2022Q3,800864.03,0.09482,0.27625,-0.15419
C020,2022Q4,961691.39,0.05044,0.33133,-0.24144
C020,2023Q1,290608.64,0.14587,0.29445,-0.28219
C020,2023Q2,723750.53,-0.01827,0.29312,0.00457
C020,2023Q3,416008.92,0.10811,0.30316,-0.05125
C020,2023Q4,410199.28,0.09699,0.29379,-0.25426
C020,2024Q1,787138.31,0.00992,0.30904,-0.08969
C020,2024Q2,423486.09,0.04758,0.29051,-0.06884
C020,2024Q3,390354.96,0.07312,0.28564,0.17344
C020,2024Q4,816956.52,0.23068,0.2778,0.28825
C020,2025Q1,572332.88,0.21286,0.26276,0.35264
C020,2025Q2,601075.32,-0.12625,0.26729,0.52215
C020,2025Q3,373476.7,-0.03165,0.30154,-0.14209
C020,2025Q4,913832.39,-0.08849,0.27814,-0.14182
C021,2021Q1,521858.63,-0.08199,0.32671,0.03213
C021,2021Q2,412840.93,0.16209,0.25399,-0.40057
C021,2021Q3,296107.61,0.17233,0.28034,0.21774
C021,2021Q4,514262.73,0.08337,0.26478,-0.24183
C021,2022Q1,633441.17,-0.11888,0.35582,0.00655
C021,2022Q2,814941.0,-0.00979,0.27688,0.11071
C021,2022Q3,450557.24,0.14756,0.22751,-0.02669
C021,2022Q4,321286.22,-0.06907,0.23514,0.05509
C021,2023Q1,633963.77,0.07119,0.22186,0.10642
C021,2023Q2,1107645.65,-0.24995,0.21968,0.39854
C021,2023Q3,480654.27,0.10964,0.21519,0.13284
C021,2023Q4,246306.97,0.06741,0.31782,-0.00312
C021,2024Q1,296157.76,0.03165,0.24977,0.23331
C021,2024Q2,475153.14,-0.07037,0.20663,-0.0767
C021,2024Q3,563789.08,0.06291,0.19513,0.31229
C021,2024Q4,997545.53,0.0339,0.20579,0.25395
C021,2025Q1,662438.13,-0.05036,0.30573,0.23117
C021,2025Q2,466999.1,0.22511,0.28084,-0.02362
C021,2025Q3,413433.63,0.06531,0.23843,-0.17714
C021,2025Q4,727545.98,0.13837,0.23647,0.07249
C022,2021Q1,411770.15,0.10824,0.15778,0.31253
C022,2021Q2,996286.74,-0.10677,0.15377,-0.2015
C022,2021Q3,1055435.86,-0.02801,0.14573,-0.16031
C022,2021Q4,574966.4,-0.14342,0.15497,0.09403
C022,2022Q1,442086.77,-0.17258,0.18766,0.03989
C022,2022Q2,666260.22,0.29786,0.17137,0.18439
C022,2022Q3,562852.07,0.12375,0.17396,-0.24983
C022,2022Q4,1207208.62,0.19211,0.17966,0.27213
C022,2023Q1,723660.31,0.17353,0.18866,0.00323
C022,2023Q2,905485.71,-0.0923,0.18511,0.05601
C022,2023Q3,651299.22,-0.09092,0.17882,0.20976
C022,2023Q4,435722.18,-0.06503,0.16553,-0.07833
C022,2024Q1,1383852.69,-0.32922,0.19991,-0.00454
C022,2024Q2,941797.06,-0.11309,0.11067,0.43499
C022,2024Q3,1514675.06,-0.18345,0.20004,0.06234
C022,2024Q4,937773.02,-0.12825,0.22902,-0.15243
C022,2025Q1,716774.56,0.04519,0.17933,-0.13464
C022,2025Q2,1805436.5,0.03951,0.19075,0.32506
C022,2025Q3,1130320.71,0.14808,0.23366,-0.11696
C022,2025Q4,1060077.51,-0.21116,0.17448,-0.25138
C023,2021Q1,182226.07,0.12762,0.34702,-0.1201
C023,2021Q2,87342.33,0.13136,0.38291,0.63536
C023,2021Q3,148545.8,-0.04642,0.31588,-0.05052
C023,2021Q4,363323.09,0.07159,0.34325,-0.09334
C023,2022Q1,391784.42,-0.1564,0.33273,0.04352
C023,2022Q2,316723.99,-0.08433,0.37684,0.22929
C023,2022Q3,290428.18,0.10131,0.3602,-0.15977
C023,2022Q4,301088.4,0.01074,0.35693,-0.17722
C023,2023Q1,87117.86,-0.26979,0.37871,-0.09054
C023,2023Q2,153524.86,0.00226,0.31742,-0.04648
C023,2023Q3,199731.25,-0.02835,0.37568,0.13337
C023,2023Q4,130202.45,0.11993,0.35423,0.12391
C023,2024Q1,129293.39,-0.01495,0.45768,0.22484
C023,2024Q2,578489.99,0.00344,0.35459,0.4342
C023,2024Q3,218938.51,0.01512,0.34355,0.09157
C023,2024Q4,210555.57,0.00258,0.35365,0.1421
C023,2025Q1,232610.23,-0.09427,0.29757,0.29765
C023,2025Q2,376349.78,-0.16592,0.35086,0.28192
C023,2025Q3,347682.16,-0.05376,0.42862,-0.34146
C023,2025Q4,215291.78,-0.13312,0.37876,-0.16189
C024,2021Q1,909896.09,0.1203,0.22513,0.13982
C024,2021Q2,716866.86,0.1063,0.17149,0.2914
C024,2021Q3,982441.45,-0.0165,0.22186,0.24001
C024,2021Q4,586617.42,0.04503,0.2629,0.12159
