company_id,quarter,revenue,operating_income,net_income,total_assets,total_debt,total_equity,current_assets,current_liabilities,operating_cash_flow,interest_expense
C006,2022Q1,392611.73,24369.56,13833.94,747690.34,314675.51,433014.83,264282.7,60372.42,13359.09,4018.41
C006,2022Q2,407102.55,16487.55,8321.44,727171.93,281151.25,446020.68,208775.67,132040.89,21830.91,3379.6
C006,2022Q3,415089.6,25774.36,14895.24,1195043.22,513105.9,681937.32,498844.42,252336.35,9521.77,9066.93
C006,2022Q4,438135.52,21740.8,18858.83,901563.26,320059.47,581503.79,374918.12,90708.16,26776.5,3508.12
C006,2023Q1,468366.15,11584.23,6806.75,839810.06,461895.67,377914.39,354910.81,144887.71,19471.79,2867.2
C006,2023Q2,491746.02,14821.36,10132.58,1186630.97,413176.83,773454.15,446611.3,99268.59,10498.88,2342.17
C006,2023Q3,499900.7,18674.3,10864.0,927208.4,283404.02,643804.38,344302.0,60421.9,-934.11,4066.77
C006,2023Q4,522610.85,19088.87,12150.5,1343568.66,654671.07,688897.59,797837.44,140692.97,26467.16,2879.94
C006,2024Q1,538427.13,22163.19,11746.78,888869.35,412770.04,476099.31,362025.8,208606.69,18700.18,3875.73
C006,2024Q2,541596.26,23370.99,19108.44,1542797.43,636143.37,906654.05,938035.37,311780.56,17875.25,3530.39
C006,2024Q3,543191.24,10254.87,8367.32,1124847.52,485037.56,639809.96,557116.78,108605.06,14803.44,2808.18
C006,2024Q4,572325.95,30936.85,17694.49,1591280.59,621730.63,969549.96,583117.54,193613.76,23383.45,3637.55
C006,2025Q1,597750.43,5652.7,3765.44,1607742.01,687639.54,920102.47,592387.91,217491.68,13915.03,2688.3
C006,2025Q2,605090.87,24473.73,19403.86,1330463.6,665051.97,665411.63,589571.85,343582.54,34449.78,6275.75
C006,2025Q3,629845.65,26356.82,21472.59,1411576.6,621338.01,790238.58,792894.36,311632.02,17069.53,3879.66
C006,2025Q4,636078.85,35709.96,28792.26,1079381.05,549163.18,530217.87,552673.6,222901.57,33593.05,1973.06
C007,2021Q1,213911.66,16555.2,8884.6,322407.77,141004.14,181403.63,114894.85,34486.61,10060.91,2367.27
C007,2021Q2,230685.48,27377.93,18859.16,424565.08,201662.9,222902.19,127910.76,68263.95,31494.85,1722.92
C007,2021Q3,241943.92,44758.94,37473.13,300103.87,113822.57,186281.3,169811.72,30372.45,43582.78,1699.7
C007,2021Q4,246992.67,36072.14,27995.71,472145.53,256258.76,215886.78,209129.3,89953.06,33726.71,1733.03
C007,2022Q1,238442.32,33894.22,18573.17,595110.84,342032.06,253078.78,158659.95,156235.54,27402.15,4905.13
C007,2022Q2,249140.66,37092.29,29456.65,676995.02,228539.64,448455.38,231186.23,88141.94,34148.48,3880.41
C007,2022Q3,249703.23,28810.78,24952.81,383685.8,154166.45,229519.35,109682.64,79103.25,33000.77,2062.39
C007,2022Q4,247269.11,23931.26,17971.01,614563.96,178862.6,435701.37,190111.71,45590.28,17809.94,2070.07
C007,2023Q1,242969.11,25978.07,14698.29,509404.09,135684.28,373719.81,255338.33,28961.94,16783.8,1900.97
C007,2023Q2,241168.5,36326.27,20305.47,368539.92,197207.06,171332.86,220878.19,72356.6,18608.92,1592.36
C007,2023Q3,239746.25,28112.44,19671.0,373994.53,171233.83,202760.7,162493.9,32968.47,32589.83,2643.38
C007,2023Q4,233787.33,17924.85,10016.57,613058.0,244863.9,368194.1,204686.89,93779.74,10498.3,2803.63
C007,2024Q1,233097.17,16865.08,11913.18,286247.92,148185.45,138062.47,133584.29,69520.07,13262.24,1577.59
C007,2024Q2,226210.05,30798.56,21255.59,636781.98,239306.62,397475.37,322418.94,45292.34,27159.46,829.18
C007,2024Q3,239757.03,29175.41,26088.78,514972.2,210803.64,304168.56,286276.49,80469.19,27674.76,3348.51
C007,2024Q4,237688.52,34044.74,19925.89,447812.41,189591.01,258221.41,259936.39,79903.11,17553.89,3166.13
C007,2025Q1,239478.1,27921.91,15744.55,382048.72,167596.31,214452.4,145160.36,85148.79,21383.38,2445.8
C007,2025Q2,253880.29,41767.26,35637.08,487003.74,211876.6,275127.14,183484.93,60758.71,33276.66,2213.79
C007,2025Q3,249452.71,38371.44,30348.59,665284.09,311586.87,353697.22,383335.61,140177.28,45672.81,4890.4
C007,2025Q4,237568.23,37374.08,22148.05,445236.03,187432.34,257803.7,151831.27,67830.98,40703.78,759.42
C008,2021Q1,228984.97,48944.67,28574.96,385846.63,261825.19,124021.44,130551.43,112170.96,36073.35,4511.17
C008,2021Q2,229498.25,45772.25,30069.99,552230.0,377842.56,174387.43,320414.45,100158.8,31970.8,6642.44
C008,2021Q3,227981.18,42862.41,35054.6,432612.59,249420.98,183191.61,226732.97,117313.24,25852.93,4088.9
C008,2021Q4,237562.46,53570.13,40010.42,626094.59,420335.25,205759.34,333696.17,131736.89,51758.24,2437.92
C008,2022Q1,241659.2,53884.36,41697.2,505710.18,314037.21,191672.97,298404.7,68206.73,45584.27,5392.67
C008,2022Q2,254633.96,48995.46,31957.58,528080.77,319111.2,208969.57,158441.08,71248.11,31385.93,2639.42
C008,2022Q3,250025.24,41932.34,36199.66,546412.67,325580.24,220832.43,208028.66,140458.42,57968.38,3381.78
C008,2022Q4,251431.55,46183.8,38376.17,318792.33,182913.65,135878.68,145595.48,52045.83,38670.23,3082.04
C008,2023Q1,251024.11,42276.9,33715.14,493780.98,317788.83,175992.16,274429.6,137609.72,41463.91,2242.65
C008,2023Q2,258624.58,51468.45,28213.04,475868.72,282667.13,193201.59,194910.0,136123.04,39305.33,4831.68
C008,2023Q3,258594.06,49989.73,33740.2,719462.72,434491.39,284971.32,345298.66,151794.79,21086.61,2716.4
C008,2023Q4,267122.86,50337.52,31457.4,748030.47,400582.79,347447.68,222118.47,93825.43,72543.69,4868.82
C008,2024Q1,273933.87,48118.82,42588.89,630847.06,418347.9,212499.16,171156.62,218151.62,39864.38,2191.21
C008,2024Q2,268094.27,54665.8,29867.79,628961.3,342155.81,286805.49,294493.7,148180.85,68977.09,4605.16
C008,2024Q3,260828.48,35869.9,18288.95,411644.67,232643.94,179000.74,128597.22,66287.8,34893.5,3483.9
C008,2024Q4,257198.42,48373.47,26333.42,708281.77,394936.76,313345.01,431218.71,85812.56,47061.83,4401.22
C008,2025Q1,272486.12,50355.0,41057.96,655874.52,466106.56,189767.96,376332.25,189721.22,48099.5,5636.98
C008,2025Q2,272570.82,56394.77,40907.97,546206.89,316084.7,230122.19,179009.61,171419.06,40647.76,3765.02
C008,2025Q3,280319.96,52323.13,43820.48,669102.27,416674.63,252427.64,342787.43,221177.0,36363.26,2716.75
C008,2025Q4,307776.78,52085.77,34253.06,403057.59,241467.13,161590.46,135079.98,131499.35,66895.92,742.46
C009,2021Q1,376621.35,63076.39,44605.78,549049.27,166739.16,382310.12,192091.89,66892.14,66461.76,2708.2
C009,2021Q2,395752.23,84031.55,66094.35,1084983.36,196138.45,888844.91,516511.44,79486.85,67794.69,923.54
C009,2021Q3,405356.29,65513.92,57352.13,519141.81,84513.73,434628.08,204750.66,23270.37,49790.77,501.28
C009,2021Q4,417772.5,86843.86,54353.86,967545.57,274888.57,692657.0,468297.0,65701.79,90374.42,1949.66
C009,2022Q1,422681.37,83216.77,72522.31,1154714.37,194241.39,960472.98,307031.99,86807.73,110995.8,748.27
C009,2022Q2,431384.41,74800.54,58385.53,652445.84,135702.73,516743.12,307599.21,42193.74,43597.75,1082.4
C009,2022Q3,450556.05,102175.13,80650.47,685093.96,217927.97,467165.99,324412.31,118779.18,122400.01,3872.31
C009,2022Q4,455530.2,78376.99,47687.84,609010.35,186044.0,422966.36,346957.8,43352.08,52851.12,633.08
C009,2023Q1,465182.12,89479.04,76636.49,1071764.46,266474.82,805289.64,433186.31,48322.01,48234.21,1180.56
C009,2023Q2,460127.2,89126.86,58821.29,1187210.65,239450.7,947759.95,602336.37,55416.53,91054.47,1418.16
C009,2023Q3,456225.65,89310.08,57392.19,797271.22,182537.84,614733.38,365387.31,94935.95,57027.5,2070.58
C009,2023Q4,462127.77,87844.99,72782.21,797111.44,193237.24,603874.2,211952.57,40453.69,84435.44,1962.56
C009,2024Q1,436660.35,77648.68,60844.29,1132556.72,315231.96,817324.77,506640.96,94511.58,45433.82,1104.62
C009,2024Q2,448624.83,86419.49,68353.78,913248.43,245332.19,667916.23,554825.68,112810.82,61048.46,833.44
C009,2024Q3,429422.31,87484.87,75885.4,965464.24,244266.06,721198.19,264218.45,110618.41,47026.68,1873.12
C009,2024Q4,446291.06,84643.22,51645.02,744168.25,170449.53,573718.72,252860.48,53806.55,64359.49,2769.28
C009,2025Q1,443099.78,79286.28,58708.89,827536.3,153835.07,673701.23,242432.34,29894.36,43165.59,1283.72
C009,2025Q2,425719.59,94212.33,61567.72,979409.8,220531.23,758878.57,404677.92,112537.36,59493.19,1201.38
C009,2025Q3,476818.35,101919.95,75515.27,1127637.56,205109.07,922528.49,675991.63,70256.15,76530.95,2764.77
C009,2025Q4,486266.65,107512.83,89645.82,1333457.7,283193.12,1050264.58,734238.98,105031.4,77738.27,1277.82
C010,2021Q1,321245.0,62414.92,36803.54,432656.44,290034.36,142622.08,256127.08,140375.72,56687.71,5153.65
C010,2021Q2,321639.17,56371.95,31155.76,866575.39,562815.43,303759.96,434377.38,258851.41,34069.04,7529.45
C010,2021Q3,323416.09,66062.26,45481.2,391791.69,271130.84,120660.85,206862.02,128358.14,61687.82,2075.63
C010,2021Q4,302444.88,57602.35,49526.96,590267.32,430642.45,159624.86,330655.79,167219.94,70014.12,2639.7
C010,2022Q1,291043.27,58925.65,39113.28,554101.82,410126.38,143975.45,138657.14,171680.15,56337.02,4285.16
C010,2022Q2,287548.25,58145.9,44024.53,610665.46,410654.69,200010.77,270352.07,205840.04,36710.97,4348.61
C010,2022Q3,270804.57,57233.84,44310.6,430065.92,264789.22,165276.7,132092.39,77404.66,71269.4,4312.97
C010,2022Q4,282386.53,59839.37,39238.25,479265.04,335239.48,144025.55,208175.14,175183.28,57736.23,4581.4
C010,2023Q1,286329.36,55481.5,45000.06,493055.79,300340.96,192714.84,182064.94,97069.1,62125.91,4258.6
C010,2023Q2,283281.19,61418.2,49994.48,727069.69,439341.49,287728.2,398591.61,93191.43,41783.41,7047.85
C010,2023Q3,270383.88,48907.88,28880.83,415911.62,316322.83,99588.79,204935.3,95269.94,47348.46,3808.01
C010,2023Q4,272492.93,43995.45,33549.49,737032.59,509092.97,227939.61,359531.87,127382.3,33190.58,6100.4
C010,2024Q1,264223.62,48986.81,40565.83,340338.17,229137.05,111201.12,129163.78,74252.68,44274.8,1709.35
C010,2024Q2,252892.89,35556.2,29424.95,595579.54,349133.49,246446.05,241406.2,90129.43,22444.5,4062.98
C010,2024Q3,264139.2,50330.58,27414.56,393753.88,248928.23,144825.64,169395.61,61797.55,43785.88,4302.55
C010,2024Q4,266314.96,45405.4,25588.83,514266.22,346835.76,167430.46,175006.46,136098.54,42987.23,1837.02
C010,2025Q1,264192.6,45450.39,37043.29,677142.31,499661.05,177481.26,288345.3,207942.04,34560.55,4731.99
C010,2025Q2,260322.41,43094.09,32086.14,743854.78,498055.2,245799.58,385430.14,236299.37,40755.32,2905.86
C010,2025Q3,256028.05,52479.85,37483.59,634240.52,380814.94,253425.58,239243.08,105414.27,41778.88,2085.41
C010,2025Q4,250513.8,53109.9,39423.39,709991.91,484588.7,225403.21,392335.77,229306.06,54240.32,2022.62
C011,2021Q1,391205.14,35254.38,20340.73,903782.9,499061.29,404721.61,486229.21,166513.86,26769.82,3044.0
C011,2021Q2,403470.83,47471.36,27448.63,526413.07,319442.91,206970.17,207615.05,108064.7,41067.34,4987.83
C011,2021Q3,382085.99,33706.07,25090.15,861820.52,471317.63,390502.9,365383.84,135463.49,38845.59,1696.33
C011,2021Q4,367039.94,41800.34,25921.85,705020.98,413896.44,291124.54,271923.03,134373.73,47447.44,6235.09
C011,2022Q1,357194.24,31656.75,23172.02,805184.21,476180.53,329003.68,311712.94,121599.87,32919.22,8564.39
C011,2022Q2,367960.22,28012.3,24801.51,1058885.28,535330.84,523554.43,628664.54,146822.94,12689.97,5748.32
C011,2022Q3,372162.78,36013.48,27796.63,683449.14,371424.4,312024.75,376426.69,187961.65,45211.48,3962.95
C011,2022Q4,374416.96,38746.74,22864.62,669532.95,373744.84,295788.12,218750.3,144721.95,40194.59,1899.66
C011,2023Q1,341301.68,31461.08,22544.1,451941.5,273132.28,178809.22,144904.88,110638.04,21844.32,1678.78
C011,2023Q2,357048.39,19685.68,16121.48,492799.7,289662.42,203137.28,180733.6,66042.86,16901.36,2367.41
C011,2023Q3,369224.34,34025.0,20940.83,530566.35,270600.28,259966.08,260599.2,57452.7,20241.84,1762.52
C011,2023Q4,366923.76,35293.3,22951.73,449120.25,211891.86,237228.39,187589.0,64770.07,16230.59,1770.72
C011,2024Q1,351954.16,30702.17,17243.76,448074.79,225287.29,222787.5,202914.08,61441.54,32178.35,3113.26
C011,2024Q2,348664.46,37709.12,31820.52,628851.96,362091.47,266760.49,284286.12,81791.88,36008.95,5685.74
C011,2024Q3,343106.69,27115.75,16779.29,830243.81,434462.19,395781.61,413082.7,166160.73,32414.65,6840.55
C011,2024Q4,327455.38,19690.81,15746.57,779954.57,412429.43,367525.14,247225.04,134186.97,24624.27,2318.8
C011,2025Q1,330974.77,39747.1,25258.41,916628.01,504687.55,411940.46,438421.78,104521.3,33513.81,7303.94
C011,2025Q2,327372.99,30880.67,23164.81,563056.43,332531.45,230524.98,160656.25,147457.87,33837.75,3584.26
C011,2025Q3,310836.99,26898.62,17820.07,794797.8,444094.09,350703.71,311991.05,243677.51,21317.73,4524.92
C011,2025Q4,310922.76,32879.41,26770.1,793693.97,443651.68,350042.29,353765.35,85353.67,32429.37,3029.31
C012,2021Q1,65561.74,3301.73,2115.24,149866.56,43107.32,106759.24,38542.72,14205.47,4912.48,751.37
C012,2021Q2,69229.05,2721.79,1897.28,165389.6,52524.42,112865.19,97572.47,25134.44,1780.69,212.42
C012,2021Q3,74554.14,4032.04,2211.05,115453.5,53928.33,61525.17,33383.54,21967.07,4368.15,315.53
C012,2021Q4,77163.54,2976.04,2137.31,220612.16,97501.22,123110.94,69986.99,18058.69,1863.95,611.93
C012,2022Q1,85569.28,4970.12,2492.6,158587.37,99560.78,59026.6,78098.5,46765.17,2463.96,1058.52
C012,2022Q2,88604.15,3701.22,1353.96,116966.89,52391.29,64575.6,49373.15,27965.91,374.26,854.78
C012,2022Q3,93851.49,3307.01,2399.73,119333.38,52596.46,66736.92,67661.14,15093.51,3588.01,438.15
C012,2022Q4,102079.52,6381.36,3443.16,224862.57,83191.7,141670.86,89741.8,28666.97,6791.89,1108.19
C012,2023Q1,110971.94,3826.73,2064.54,283718.32,117053.74,166664.58,156982.27,21202.25,6449.1,1734.49
C012,2023Q2,117395.71,5246.35,2886.87,324554.05,159129.71,165424.35,193984.82,32624.68,7512.78,645.22
C012,2023Q3,118541.34,1422.68,6.28,319018.23,138286.58,180731.65,177998.82,34250.01,215.84,522.62
C012,2023Q4,121408.68,4428.02,2735.32,170072.01,80379.67,89692.34,79567.37,18828.98,4606.35,384.41
C012,2024Q1,129106.13,3267.81,1725.8,258434.94,69312.86,189122.08,152128.39,20253.36,6519.89,813.04
C012,2024Q2,134341.96,5437.53,3174.84,331720.08,135760.87,195959.21,116453.42,47962.27,3659.51,1172.17
C012,2024Q3,140049.38,5517.77,2173.1,240664.27,93384.96,147279.31,114804.02,24702.33,5602.64,541.74
